ID,Nama Produk,Jenis Sambal,Harga,Stok,Tanggal Produksi,Tanggal Expired,Rating,Penjual,Lokasi
981,Sambal Sambal Ijo 227ml,Sambal Ijo,65506,304,7/15/2025,5/11/2026,4.5,UD Padmasari Maulana,Magelang
982,Sambel Sambal Teri 344ml,Sambal Ijo,27083,88,7/15/2025,3/29/2026,4.5,CV Permata Kurniawan,Binjai
983,Sambal Sambal Bawang 312ml,Sambal Cumi,21920,201,7/15/2025,4/24/2026,4.9,PD Putra (Persero) Tbk,Prabumulih
984,Sambal Sambal Terasi 111ml,Sambal Matah,69430,45,7/15/2025,6/6/2026,3,UD Waskita,Lubuklinggau
985,Sambal Sambal Terasi 305ml,Sambal Roa,49347,133,7/15/2025,12/28/2025,2.7,Perum Lazuardi Nababan,Bontang
986,Sambel Sambal Ijo 390ml,Sambal Bawang,10925,367,7/15/2025,7/9/2026,3.6,UD Suryono Sirait (Persero) Tbk,Tual
987,Sambel Sambal Teri 160ml,Sambal Matah,56764,104,7/15/2025,1/18/2026,4.9,Perum Jailani Salahudin,Tasikmalaya
988,Sambel Sambal Tomat 482ml,Sambal Teri,35039,66,7/15/2025,5/21/2026,4.6,PD Maryati Dabukke,Parepare
989,Sambal Sambal Tomat 472ml,Sambal Matah,37415,92,7/15/2025,5/10/2026,4.5,CV Puspasari Tbk,Bontang
990,Sambal Sambal Tomat 234ml,Sambal Matah,50480,230,7/15/2025,2/17/2026,3.4,PT Siregar,Sorong
991,Sambel Sambal Bawang 105ml,Sambal Teri,18729,446,7/15/2025,3/27/2026,4.9,CV Budiyanto Zulkarnain (Persero) Tbk,Singkawang
992,Sambel Sambal Matah 465ml,Sambal Roa,56429,216,7/15/2025,2/21/2026,2.7,PD Pertiwi,Cilegon
993,Sambal Sambal Terasi 270ml,Sambal Matah,40863,465,7/15/2025,4/12/2026,5,PT Uyainah,Singkawang
994,Sambal Sambal Terasi 229ml,Sambal Roa,29825,500,7/15/2025,5/3/2026,4.2,UD Suwarno,Probolinggo
995,Sambal Sambal Terasi 397ml,Sambal Ijo,27058,86,7/15/2025,6/27/2026,3.7,UD Rahimah Nurdiyanti (Persero) Tbk,Pasuruan
996,Sambel Sambal Teri 167ml,Sambal Bawang,30795,363,7/15/2025,7/11/2026,3.6,PT Putra (Persero) Tbk,Singkawang
997,Sambel Sambal Bawang 260ml,Sambal Terasi,74128,65,7/15/2025,6/25/2026,4.7,UD Wastuti Kusumo (Persero) Tbk,Dumai
998,Sambel Sambal Cumi 320ml,Sambal Tomat,69165,448,7/15/2025,2/24/2026,4,CV Megantara,Manado
999,Sambel Sambal Cumi 323ml,Sambal Ijo,30679,377,7/15/2025,6/21/2026,4.4,PD Mangunsong,Tual
1000,Sambal Sambal Teri 127ml,Sambal Matah,19740,27,7/15/2025,2/7/2026,3,PD Lestari Tbk,Meulaboh
